swimmer,team,gender,class_yr,points,season
"Moore, Christina J",Concordia-Moorhead,Female,FR,354.2,2022-2023
"Porter, Tinsley",Concordia-Moorhead,Female,FR,420.4,2022-2023
"Schmidt, Chantelle",Concordia-Moorhead,Female,SO,350.75,2022-2023
"Timm, Brienna",Concordia-Moorhead,Female,JR,440.55,2022-2023
"Zeleny, Audrey",Concordia-Moorhead,Female,SR,431.6,2022-2023
"Antinoro, Louis C",Gustavus,Male,FR,484.85,2022-2023
"Becker, Andrew E",Gustavus,Male,SR,684.65,2022-2023
"Braley, Logan",Gustavus,Male,FR,539.4,2022-2023
"Chisholm, Brady M",Gustavus,Male,FR,545.25,2022-2023
"Christoferson, Jack E",Gustavus,Male,FR,512.55,2022-2023
"Copple, Kade R",Gustavus,Male,JR,561.2,2022-2023
"Cordano, Jonathan",Gustavus,Male,SO,609,2022-2023
"Dawson, Jared E",Gustavus,Male,SR,651,2022-2023
"DeVries, Jude",Gustavus,Male,FR,341.58,2022-2023
"Fowler, Ben O",Gustavus,Male,FR,449.6,2022-2023
"Hill, Nyden F",Gustavus,Male,SO,675.85,2022-2023
"Hoff, Alex R",Gustavus,Male,FR,450.55,2022-2023
"Hudson, Dane W",Gustavus,Male,SR,661.8,2022-2023
"Johnson, Teddy",Gustavus,Male,SR,576.75,2022-2023
"Krusell, Jacob",Gustavus,Male,SR,480.95,2022-2023
"Malecha, Bryce",Gustavus,Male,JR,492.15,2022-2023
"Metzger, Jacob J",Gustavus,Male,SO,561.5,2022-2023
"Moran, John",Gustavus,Male,FR,401.7,2022-2023
"Nguyen, Marcus V",Gustavus,Male,SO,468.4,2022-2023
"Richardson, Peyton",Gustavus,Male,JR,668.55,2022-2023
"Ricker, Joseph",Gustavus,Male,SO,487.15,2022-2023
"Ripken, Kieran",Gustavus,Male,JR,711.75,2022-2023
"Rossow, Teddy",Gustavus,Male,JR,426.35,2022-2023
"Sarkinen, Will A",Gustavus,Male,FR,518.15,2022-2023
"Schindler, Logan T",Gustavus,Male,JR,501.75,2022-2023
"Schmitz, Callim",Gustavus,Male,FR,419.6,2022-2023
"Small, Erik",Gustavus,Male,SR,674.2,2022-2023
"Strom, Matthew J",Gustavus,Male,JR,731.15,2022-2023
"Teichmiller, Tyler",Gustavus,Male,JR,626.95,2022-2023
"Thornberg, Adam H",Gustavus,Male,JR,653.55,2022-2023
"Vander-Jeugdt, Taylor",Gustavus,Male,SR,638.25,2022-2023
"Zemek, Callen W",Gustavus,Male,SR,716.35,2022-2023
"Arp, Abby",Gustavus,Female,SO,378,2022-2023
"Artley, Elisabeth J",Gustavus,Female,SO,466.85,2022-2023
"Artley, Sophia L",Gustavus,Female,SR,461.85,2022-2023
"Bader, Ursula I",Gustavus,Female,SO,482,2022-2023
"Bergman, Kira",Gustavus,Female,JR,322.6,2022-2023
"Castillo, Mariel",Gustavus,Female,JR,566.55,2022-2023
"Davenport, Mary",Gustavus,Female,SO,439.75,2022-2023
"Delaney, Isabella J",Gustavus,Female,SO,388.05,2022-2023
"Ewer, Hannah G",Gustavus,Female,JR,537.35,2022-2023
"Gilles, Alison I",Gustavus,Female,SO,590.95,2022-2023
"Groth, Mackenzie L",Gustavus,Female,JR,471.95,2022-2023
"Hofstede, Ellen M",Gustavus,Female,SR,695.35,2022-2023
"Isaacson, Marit K",Gustavus,Female,SO,670.4,2022-2023
"Jahnsen, Natalie K",Gustavus,Female,JR,432.9,2022-2023
"Jass, Teegan",Gustavus,Female,JR,551.8,2022-2023
"Johnson, Chelsy M",Gustavus,Female,JR,520.4,2022-2023
"Johnson, Ellie M",Gustavus,Female,FR,450.8,2022-2023
"Jones, Hannah",Gustavus,Female,SR,534,2022-2023
"Kaehn, Maren E",Gustavus,Female,SR,442.4,2022-2023
"Lozinski, Libby",Gustavus,Female,FR,462.8,2022-2023
"Mellum, Morgan M",Gustavus,Female,SR,494.05,2022-2023
"Olson, Anna I",Gustavus,Female,FR,405.65,2022-2023
"Pearson, Emily",Gustavus,Female,SR,555.3,2022-2023
"Peterson, Lucy",Gustavus,Female,JR,660.95,2022-2023
"Phillips, Mercedes A",Gustavus,Female,SR,374.55,2022-2023
"Pokrandt, Kayley A",Gustavus,Female,JR,276.95,2022-2023
"Prowse, Sydney J",Gustavus,Female,SO,509.3,2022-2023
"Rooney, McKenna R",Gustavus,Female,FR,335.85,2022-2023
"Soukup, Leah",Gustavus,Female,JR,513.5,2022-2023
"Sprow, Reese E",Gustavus,Female,SO,491.45,2022-2023
"Stewart, Ameilia R",Gustavus,Female,SR,535.65,2022-2023
"Stokesbary, Madison E",Gustavus,Female,JR,339.55,2022-2023
"Sundby, Lindsay R",Gustavus,Female,FR,605.65,2022-2023
"Thomas, Kassidy M",Gustavus,Female,FR,416.15,2022-2023
"Thomson, Megan",Gustavus,Female,FR,503.25,2022-2023
"Van Den Heuvel, Bella A",Gustavus,Female,SO,506.9,2022-2023
"Voss, Amelia",Gustavus,Female,JR,460.8,2022-2023
"Wagner, Grace A",Gustavus,Female,FR,483.15,2022-2023
"Whitlock, Macey",Gustavus,Female,SO,554.3,2022-2023
"Witte, Mikayla R",Gustavus,Female,SO,565.1,2022-2023
"Woods, Kira",Gustavus,Female,FR,234,2022-2023
"Yartz, Abby",Gustavus,Female,SR,591,2022-2023
"Zaske, Mikayla A",Gustavus,Female,SR,504.4,2022-2023
"Ziegler, Madeline G",Gustavus,Female,SO,518,2022-2023
"Hubbard, George D",Hamline,Male,SR,690.6,2022-2023
"Van Sambeek, Anthony T",Hamline,Male,JR,544.05,2022-2023
"Chavarria, Aubrey I",Hamline,Female,SR,358.95,2022-2023
"Cimera, Cailey",Hamline,Female,SR,375.75,2022-2023
"Graham, Ava N",Hamline,Female,SO,507.9,2022-2023
"Liu, Tina",Hamline,Female,SO,464.65,2022-2023
"McCutchen, Sydney R",Hamline,Female,SR,393.4,2022-2023
"Mesita, Julie L",Hamline,Female,SR,249.85,2022-2023
"Needham, Julia L",Hamline,Female,SR,347.3,2022-2023
"Nigro, Bennett J",Hamline,Female,SR,482.05,2022-2023
"Schrader, Morgan C",Hamline,Female,SO,413.5,2022-2023
"Stadheim, Isabella Q",Hamline,Female,FR,346.9,2022-2023
"Wood, Sarah",Hamline,Female,SR,548.6,2022-2023
"Yurttas, Sila",Hamline,Female,SO,514.35,2022-2023
"Aguilar, Adrian",Macalester,Male,SO,442.85,2022-2023
"Batsaikhan, Munkhbat C",Macalester,Male,SO,673.75,2022-2023
"Chen, Alec G",Macalester,Male,FR,491.3,2022-2023
"Desouza-Chen, Kynan",Macalester,Male,FR,461.8,2022-2023
"Fanning, Jay",Macalester,Male,SO,489.25,2022-2023
"Kisker, Isaac J",Macalester,Male,SO,561,2022-2023
"Lewin, Ben w",Macalester,Male,SO,493.95,2022-2023
"McNeff, Ryan D",Macalester,Male,SO,452.75,2022-2023
"Meretta, Casey S",Macalester,Male,FR,518.55,2022-2023
"Nicholson, William",Macalester,Male,JR,415,2022-2023
"Palli, Taran",Macalester,Male,FR,572.05,2022-2023
"Pryzby, Brian",Macalester,Male,JR,408.05,2022-2023
"Rose, Jarrett",Macalester,Male,SR,440.9,2022-2023
"Schroeder, Adam D",Macalester,Male,SO,489.9,2022-2023
"St. John, William A",Macalester,Male,FR,577.55,2022-2023
"Villarama, Ramier S",Macalester,Male,SO,425.45,2022-2023
"Batsaikhan, Munkh-Enkh E",Macalester,Female,SO,484.85,2022-2023
"Borg, Caitlin",Macalester,Female,SR,483.4,2022-2023
"Capecci, Isabel V",Macalester,Female,JR,407.25,2022-2023
"Chapon, Caroline A",Macalester,Female,SO,583.35,2022-2023
"Cox-Faxon, Izabel",Macalester,Female,SO,455.2,2022-2023
"Farrer, Alyson C",Macalester,Female,FR,436.65,2022-2023
"Frederick, Zoe",Macalester,Female,SR,507.05,2022-2023
"Green, Sonya C",Macalester,Female,SO,452.55,2022-2023
"Henry, Emma L",Macalester,Female,FR,611.8,2022-2023
"Johnson, Olivia L",Macalester,Female,SO,527.55,2022-2023
"Lanz, Nadia G",Macalester,Female,FR,512.4,2022-2023
"Madigan, Grace F",Macalester,Female,SR,575.15,2022-2023
"Marcotullio, Isabella X",Macalester,Female,FR,407.5,2022-2023
"Merkadeau, Olga",Macalester,Female,SO,587.4,2022-2023
"Nilson, Melina",Macalester,Female,SO,389.1,2022-2023
"Parker, Eleanor E",Macalester,Female,SO,484.95,2022-2023
"Petrin, Eleanor",Macalester,Female,SO,517.75,2022-2023
"Pollock, Natalie E",Macalester,Female,SO,558.95,2022-2023
"Radke, Jocelyn A",Macalester,Female,JR,620.3,2022-2023
"Rakowski, Anna L",Macalester,Female,SO,561.95,2022-2023
"Schmit, Skye E",Macalester,Female,FR,669.4,2022-2023
"Schutz, Lauren-Anne",Macalester,Female,SO,453.05,2022-2023
"Turner, Grace",Macalester,Female,SR,444.7,2022-2023
"Uhlhorn-Thornton, Isabella",Macalester,Female,FR,619.45,2022-2023
"Wray-Raabolle, Verity C",Macalester,Female,SO,622.1,2022-2023
"Zurn, Hannah A",Macalester,Female,FR,548.6,2022-2023
"Chandler, Natalie J",Saint Kate's,Female,FR,529.55,2022-2023
"Chikowero, Maka",Saint Kate's,Female,FR,396.4,2022-2023
"Dombroski, Jillian",Saint Kate's,Female,SO,590.35,2022-2023
"Durand, Gillian",Saint Kate's,Female,SR,611.15,2022-2023
"Erikson, Sophia L",Saint Kate's,Female,SR,403.05,2022-2023
"Forsmark, Abby R",Saint Kate's,Female,FR,483.6,2022-2023
"Friedrich, Samantha M",Saint Kate's,Female,JR,602.75,2022-2023
"Grimm, Madeline E",Saint Kate's,Female,FR,497.3,2022-2023
"Harvey, Nicolette K",Saint Kate's,Female,FR,451.35,2022-2023
"Hermansen, Sierra G",Saint Kate's,Female,FR,515.1,2022-2023
"Hochstetler, Ella G",Saint Kate's,Female,FR,630.75,2022-2023
"Hocking, Amelia S",Saint Kate's,Female,SO,491.65,2022-2023
"Kersting, Emily L",Saint Kate's,Female,FR,335.75,2022-2023
"Marthaler, Mackenzie L",Saint Kate's,Female,FR,419.9,2022-2023
"Riley, Kally A",Saint Kate's,Female,FR,378.45,2022-2023
"Svendsen, Emma K",Saint Kate's,Female,SO,671.65,2022-2023
"van Oosterom, Anneke B",Saint Kate's,Female,JR,610.15,2022-2023
"Voelker, Andrea",Saint Kate's,Female,SR,590.4,2022-2023
"Voss, Anne E",Saint Kate's,Female,SR,679.9,2022-2023
"Weil, Olivia F",Saint Kate's,Female,FR,601.35,2022-2023
"Anderson, Samuel J",SJU/CSB,Male,JR,385.4,2022-2023
"Belov, Timothy M",SJU/CSB,Male,SR,519.9,2022-2023
"Brinkman, Beau J",SJU/CSB,Male,SR,556,2022-2023
"East, Andrew J",SJU/CSB,Male,SO,530.95,2022-2023
"Edwards, Samuel L",SJU/CSB,Male,FR,493.05,2022-2023
"Escutia-Cardenas, Jorge L",SJU/CSB,Male,FR,438.45,2022-2023
"Fuller, Joseph C",SJU/CSB,Male,FR,399.9,2022-2023
"Granger, Anthony",SJU/CSB,Male,FR,338.4,2022-2023
"Heer, Alex G",SJU/CSB,Male,JR,527.7,2022-2023
"Hubbard, George D",SJU/CSB,Male,SR,466.91,2022-2023
"Huber, Ethan",SJU/CSB,Male,SR,597.25,2022-2023
"Kern, Colby N",SJU/CSB,Male,SO,620.1,2022-2023
"Kitko, Ren J",SJU/CSB,Male,FR,527.9,2022-2023
"Koller, Joe",SJU/CSB,Male,SR,592.05,2022-2023
"Larson, Carter S",SJU/CSB,Male,SO,680.4,2022-2023
"Megaw, Clay W",SJU/CSB,Male,FR,636.3,2022-2023
"Noble, Liam T",SJU/CSB,Male,SO,639.2,2022-2023
"O'Donnel, Brogan P",SJU/CSB,Male,JR,525.35,2022-2023
"Philion, Langston R",SJU/CSB,Male,SO,521.25,2022-2023
"Reuter, Carsten D",SJU/CSB,Male,FR,637.9,2022-2023
"Rios, Rafael",SJU/CSB,Male,JR,544.4,2022-2023
"Roggeman, Andrew M",SJU/CSB,Male,FR,446.8,2022-2023
"Rotter, Timothy A",SJU/CSB,Male,FR,560.98,2022-2023
"Ruoff, Zac J",SJU/CSB,Male,SO,544.55,2022-2023
"Scanlon, Parker O",SJU/CSB,Male,JR,496.15,2022-2023
"Schreifels, Cameron J",SJU/CSB,Male,FR,482.45,2022-2023
"Siyad, Sakariye A",SJU/CSB,Male,JR,398.55,2022-2023
"Slavik, Brayden J",SJU/CSB,Male,FR,659.35,2022-2023
"Spangler, Scott C",SJU/CSB,Male,JR,386.65,2022-2023
"Teeter, Travis L",SJU/CSB,Male,JR,511.15,2022-2023
"Thayer, Connor M",SJU/CSB,Male,SO,598.85,2022-2023
"Tschida, Jake E",SJU/CSB,Male,SO,492.75,2022-2023
"West, Jack P",SJU/CSB,Male,SO,456.05,2022-2023
"Ahlquist, Maddy L",SJU/CSB,Female,FR,438.4,2022-2023
"Bartels, Megan J",SJU/CSB,Female,FR,503.6,2022-2023
"Beck, Maria",SJU/CSB,Female,JR,451.3,2022-2023
"Blattner, Ellie",SJU/CSB,Female,FR,471.45,2022-2023
"Brewer, Katie",SJU/CSB,Female,SR,432.55,2022-2023
"DiCesare, Caroline",SJU/CSB,Female,JR,403.85,2022-2023
"Engle, Riley",SJU/CSB,Female,SO,504.8,2022-2023
"Hansen, Elizabeth G",SJU/CSB,Female,FR,491.05,2022-2023
"Haskamp, Mikayla L",SJU/CSB,Female,FR,531.25,2022-2023
"Jennings, Laura",SJU/CSB,Female,JR,526,2022-2023
"Johanson, Molly K",SJU/CSB,Female,SR,573.3,2022-2023
"Larson, Jocie",SJU/CSB,Female,JR,532.75,2022-2023
"Pattee, Megan",SJU/CSB,Female,SR,491.15,2022-2023
"Ridgeway, Mary",SJU/CSB,Female,SR,472.8,2022-2023
"Rosko, Fiona",SJU/CSB,Female,SR,577.25,2022-2023
"Schlueter, Rachel V",SJU/CSB,Female,FR,588.8,2022-2023
"Sitzman, Lauren M",SJU/CSB,Female,FR,547.45,2022-2023
"Slavik, Madison R",SJU/CSB,Female,SR,565.4,2022-2023
"Smutka, Lindsay M",SJU/CSB,Female,JR,601.35,2022-2023
"Stout, Morgan M",SJU/CSB,Female,FR,434.55,2022-2023
"Tatge, Hannah",SJU/CSB,Female,JR,527.6,2022-2023
"Vicker, Emma",SJU/CSB,Female,JR,401.5,2022-2023
"Wagner, Emi",SJU/CSB,Female,JR,599.75,2022-2023
"Weberg, Grace A",SJU/CSB,Female,FR,483.45,2022-2023
"Bloedow, Daniel R",Saint Olaf,Male,JR,584.8,2022-2023
"Chant, Jaden",Saint Olaf,Male,JR,603.7,2022-2023
"Christianson, Lars",Saint Olaf,Male,SR,389.6,2022-2023
"Conway, Brendan",Saint Olaf,Male,SR,353.5,2022-2023
"Giddings, Beau D",Saint Olaf,Male,FR,520.85,2022-2023
"Gusdal, Benjamin H",Saint Olaf,Male,SO,514.5,2022-2023
"Hauck, Marcus",Saint Olaf,Male,JR,562.75,2022-2023
"Hennings, Cy",Saint Olaf,Male,FR,447.55,2022-2023
"McCarthy, Thomas S",Saint Olaf,Male,SO,444.75,2022-2023
"McLaughlin, Philip A",Saint Olaf,Male,FR,556.8,2022-2023
"Miller, Travis",Saint Olaf,Male,JR,405.8,2022-2023
"Nevins, Avery H",Saint Olaf,Male,SO,506.9,2022-2023
"Noecker, Andrew L",Saint Olaf,Male,SR,534.65,2022-2023
"Rizzo, Timothy R",Saint Olaf,Male,SR,704.9,2022-2023
"Soforenko, Lars A",Saint Olaf,Male,FR,328.5,2022-2023
"Starcevich, Nick R",Saint Olaf,Male,FR,618.25,2022-2023
"Turner, Michael R",Saint Olaf,Male,JR,421,2022-2023
"Yung, Aiden G",Saint Olaf,Male,FR,550.55,2022-2023
"Bakken, Maren E",Saint Olaf,Female,SO,405.5,2022-2023
"Cleven, Annika R",Saint Olaf,Female,SR,626.7,2022-2023
"CUCCHIARO, ALEXANDRA M",Saint Olaf,Female,SO,618,2022-2023
"Egesdal, Claire",Saint Olaf,Female,JR,424.6,2022-2023
"Fairbanks, Karoline A",Saint Olaf,Female,SO,352.2,2022-2023
"Giovannozzi, Sarah E",Saint Olaf,Female,SR,211.05,2022-2023
"Hauck, Signe",Saint Olaf,Female,JR,526.75,2022-2023
"Hauck, Tatum",Saint Olaf,Female,JR,590.7,2022-2023
"Huber, Kayli",Saint Olaf,Female,JR,375.65,2022-2023
"Johnson, Mara R",Saint Olaf,Female,JR,439.95,2022-2023
"Kallop, Ava P",Saint Olaf,Female,FR,459.95,2022-2023
"Krueger-Barth, Rowan",Saint Olaf,Female,FR,528.7,2022-2023
"Luzardo, Payton",Saint Olaf,Female,FR,494.1,2022-2023
"Narveson, Christina",Saint Olaf,Female,JR,445.3,2022-2023
"Newton, Maria L",Saint Olaf,Female,SR,427.7,2022-2023
"Olson, Rachael",Saint Olaf,Female,FR,422.85,2022-2023
"Pelszynski, Emily M",Saint Olaf,Female,SR,472.4,2022-2023
"Porrata, Elena L",Saint Olaf,Female,FR,515.95,2022-2023
"Purdum, Allison J",Saint Olaf,Female,SR,538.9,2022-2023
"Steenblock, Paige G",Saint Olaf,Female,FR,634.15,2022-2023
"Stewart, Brydie",Saint Olaf,Female,SR,515.05,2022-2023
"Stumpf, Rachel G",Saint Olaf,Female,JR,530.65,2022-2023
"Thomson, Charlotte M",Saint Olaf,Female,JR,549.15,2022-2023
"Varley, Ellen",Saint Olaf,Female,SO,629.25,2022-2023
"Viren, Elsa",Saint Olaf,Female,SO,437.94,2022-2023
"Wainwright, Maureen A",Saint Olaf,Female,SR,414.7,2022-2023
"Wilcox, Alison R",Saint Olaf,Female,JR,420.2,2022-2023
"Bronstone, Aaron M",Carleton,Male,JR,590.15,2023-2024
"Chang, Nicholas J",Carleton,Male,SO,567.65,2023-2024
"Clausman, William M",Carleton,Male,SO,535.95,2023-2024
"Eldridge, Collin C",Carleton,Male,JR,521.8,2023-2024
"Glaubitz, Flaminio S",Carleton,Male,JR,632.05,2023-2024
"Hill, Theodore D",Carleton,Male,FR,452.25,2023-2024
"Jalili, Aidan A",Carleton,Male,JR,520.85,2023-2024
"Jia, Byron",Carleton,Male,JR,540,2023-2024
"Johnson, Aiden J",Carleton,Male,FR,551.5,2023-2024
"Kong, Jeffrey",Carleton,Male,SO,594.45,2023-2024
"Kozak, Warren",Carleton,Male,FR,557.95,2023-2024
"Krogman, Matthew D",Carleton,Male,FR,552.45,2023-2024
"Lee, Alexander",Carleton,Male,FR,580.45,2023-2024
"Lee, Noah Zameer",Carleton,Male,FR,555.4,2023-2024
"Maring, Christopher T",Carleton,Male,JR,506.35,2023-2024
"Rankin, Jackson J",Carleton,Male,FR,622.6,2023-2024
"Rosseel, John G",Carleton,Male,FR,600.25,2023-2024
"Ruppe, Charlie F",Carleton,Male,SO,470,2023-2024
"Scott, Ian P",Carleton,Male,JR,606.55,2023-2024
"Serota, Maxwell B",Carleton,Male,JR,480.65,2023-2024
"Smith, Sean E",Carleton,Male,JR,579.95,2023-2024
"Tan, William S",Carleton,Male,FR,416,2023-2024
"Tun, Ethan",Carleton,Male,JR,617.95,2023-2024
"Wonacott, Rhys P",Carleton,Male,JR,394.9,2023-2024
"Wu, Joshua L",Carleton,Male,JR,639.45,2023-2024
"Ashland, Bryn",Carleton,Female,FR,520.75,2023-2024
"Baranov, Stephanie V",Carleton,Female,SO,553.6,2023-2024
"Crampton, Caroline H",Carleton,Female,JR,522.5,2023-2024
"Drummond, Jenna D",Carleton,Female,JR,549.6,2023-2024
"Fields, Clara D",Carleton,Female,FR,342.55,2023-2024
"Hebard, Eleanor J",Carleton,Female,SO,566.76,2023-2024
"Hou, Grace J",Carleton,Female,FR,594.75,2023-2024
"Johnson, Aleia",Carleton,Female,JR,473.9,2023-2024
"Johnson, Lily R",Carleton,Female,FR,476.55,2023-2024
"Kalb-Bourke, Susannah",Carleton,Female,FR,346.15,2023-2024
"Marks, Abigail R",Carleton,Female,JR,480.2,2023-2024
"Morton, Zoe",Carleton,Female,SO,600.66,2023-2024
"Nagpal, Jivana",Carleton,Female,JR,373.9,2023-2024
"Riley, Isabelle C",Carleton,Female,JR,515,2023-2024
"Roh, Ava",Carleton,Female,FR,431.1,2023-2024
"SACHS, AVIVA T",Carleton,Female,SO,452.2,2023-2024
"Shaker, Ava",Carleton,Female,FR,501.3,2023-2024
"Sheridan, Samantha K",Carleton,Female,JR,514.25,2023-2024
"Taraday, Lola S",Carleton,Female,SO,483.45,2023-2024
"Trackman, Alison J",Carleton,Female,SO,458.25,2023-2024
"Tran, Aubrey M",Carleton,Female,FR,493.6,2023-2024
"Tucker, Daya V",Carleton,Female,FR,552,2023-2024
"Wong, Lily S",Carleton,Female,SO,563.9,2023-2024
"Wootten, Nora",Carleton,Female,FR,498.45,2023-2024
"Yao, Emma",Carleton,Female,FR,590.05,2023-2024
"Andersen, Rachel A",Concordia-Moorhead,Female,SR,303.5,2023-2024
"Barlage, Madelyn",Concordia-Moorhead,Female,SO,352.1,2023-2024
"Baugh, Chea L",Concordia-Moorhead,Female,FR,441.85,2023-2024
"Jaeger, Hailey C",Concordia-Moorhead,Female,JR,501.5,2023-2024
"Juetten, Haley",Concordia-Moorhead,Female,SO,370.55,2023-2024
"Metsala, Callie A",Concordia-Moorhead,Female,FR,577.35,2023-2024
"Moore, Christina J",Concordia-Moorhead,Female,SO,359.9,2023-2024
"Negri, Sydney",Concordia-Moorhead,Female,FR,265.65,2023-2024
"Nhantumbo, Royce",Concordia-Moorhead,Female,SR,207.35,2023-2024
"Porter, Tinsley",Concordia-Moorhead,Female,SO,398.4,2023-2024
"Timm, Brienna",Concordia-Moorhead,Female,SR,424.55,2023-2024
"Braley, Logan",Gustavus,Male,SO,528.5,2023-2024
"Carlson, Aiden C",Gustavus,Male,FR,574.8,2023-2024
"Christoferson, Jack E",Gustavus,Male,SO,528.05,2023-2024
"Collins, Brendan M",Gustavus,Male,FR,624.85,2023-2024
"Copple, Kade R",Gustavus,Male,SR,524.25,2023-2024
"Cordano, Jonathan",Gustavus,Male,JR,634.4,2023-2024
"Cyr, Logan J",Gustavus,Male,FR,624.5,2023-2024
"Hemstad, Trygg D",Gustavus,Male,FR,343.65,2023-2024
"Hill, Nyden F",Gustavus,Male,JR,670.65,2023-2024
"Hoff, Alex R",Gustavus,Male,SO,388.6,2023-2024
"Johnson, Alex",Gustavus,Male,JR,470.2,2023-2024
"Kauffman, Tyler",Gustavus,Male,FR,486.9,2023-2024
"Kell, Benjamin T",Gustavus,Male,FR,538.55,2023-2024
"Lillejord, Matthew T",Gustavus,Male,FR,539.15,2023-2024
"Lund, James D",Gustavus,Male,FR,435.55,2023-2024
"Malecha, Bryce",Gustavus,Male,SR,528.75,2023-2024
"Metzger, Jacob J",Gustavus,Male,JR,509.15,2023-2024
"Moran, John",Gustavus,Male,SO,397.5,2023-2024
"Muench, Graham W",Gustavus,Male,FR,589.75,2023-2024
"Nguyen, Marcus V",Gustavus,Male,JR,445.45,2023-2024
"Richardson, Peyton",Gustavus,Male,SR,685.95,2023-2024
"Ricker, Joseph",Gustavus,Male,JR,457.25,2023-2024
"Ripken, Braden L",Gustavus,Male,FR,684,2023-2024
"Ripken, Kieran",Gustavus,Male,SR,707.2,2023-2024
"Rossow, Teddy",Gustavus,Male,SR,434.25,2023-2024
"Rowan, Jonathan R",Gustavus,Male,FR,382.35,2023-2024
"Sarkinen, Cole T",Gustavus,Male,FR,412.05,2023-2024
"Sarkinen, Will A",Gustavus,Male,SO,526.45,2023-2024
"Schindler, Logan T",Gustavus,Male,SR,480.35,2023-2024
"Shermak, Aiden R",Gustavus,Male,FR,595.3,2023-2024
"Solensky, Theodore H",Gustavus,Male,FR,589.7,2023-2024
"Strom, Matthew J",Gustavus,Male,SR,729.55,2023-2024
"Teichmiller, Tyler",Gustavus,Male,SR,636.4,2023-2024
"Vaupel, Landon D",Gustavus,Male,FR,606.55,2023-2024
"Wilcek, Brandon P",Gustavus,Male,SO,642.65,2023-2024
"Anderson Moye, Stella V",Gustavus,Female,FR,604.45,2023-2024
"Arp, Abby",Gustavus,Female,JR,423.95,2023-2024
"Artley, Elisabeth J",Gustavus,Female,JR,505,2023-2024
"Bader, Ursula I",Gustavus,Female,JR,461.8,2023-2024
"Castillo, Mariel",Gustavus,Female,SR,531.6,2023-2024
"Coppersmith, Kendall M",Gustavus,Female,FR,505.35,2023-2024
"Ewer, Hannah G",Gustavus,Female,SR,488.9,2023-2024
"Fisher, Nola",Gustavus,Female,FR,560.4,2023-2024
"Foust, Allison E",Gustavus,Female,FR,391.45,2023-2024
"Groth, Mackenzie L",Gustavus,Female,SR,453.7,2023-2024
"Isaacson, Marit K",Gustavus,Female,JR,621.6,2023-2024
"Jass, Teegan",Gustavus,Female,SR,540.6,2023-2024
"Johnson, Chelsy M",Gustavus,Female,SR,543.3,2023-2024
"Johnson, Ellie M",Gustavus,Female,SO,462.7,2023-2024
"Koeneman, Olivia J",Gustavus,Female,FR,559.05,2023-2024
"Lozinski, Libby",Gustavus,Female,SO,450.15,2023-2024
"Mattson, Ella V",Gustavus,Female,FR,390,2023-2024
"Oian Vust, Regan C",Gustavus,Female,FR,406.05,2023-2024
"Olson, Samantha M",Gustavus,Female,FR,441.55,2023-2024
"Peterson, Lucy",Gustavus,Female,SR,665.5,2023-2024
"Prowse, Sydney J",Gustavus,Female,JR,504.5,2023-2024
"Rooney, McKenna R",Gustavus,Female,SO,333.65,2023-2024
"Scheeler, Olivia R",Gustavus,Female,FR,497.45,2023-2024
"Soukup, Leah",Gustavus,Female,SR,563.35,2023-2024
"Sprow, Reese E",Gustavus,Female,JR,502.3,2023-2024
"Stokesbary, Madison E",Gustavus,Female,SR,344.8,2023-2024
"Sundby, Lindsay R",Gustavus,Female,SO,592.85,2023-2024
"Symreng, Felicia L",Gustavus,Female,FR,460.25,2023-2024
"Thiss, Nora M",Gustavus,Female,FR,454.55,2023-2024
"Thomas, Kassidy M",Gustavus,Female,SO,445.7,2023-2024
"Thomson, Megan",Gustavus,Female,SO,490.75,2023-2024
"Van Den Heuvel, Bella A",Gustavus,Female,JR,499.45,2023-2024
"Wagner, Grace A",Gustavus,Female,SO,458.15,2023-2024
"Wartner, Hadley A",Gustavus,Female,FR,557.3,2023-2024
"Whitlock, Macey",Gustavus,Female,JR,582.7,2023-2024
"Witte, Mikayla R",Gustavus,Female,JR,519.25,2023-2024
"Zebell, Laura",Gustavus,Female,FR,425,2023-2024
"Ziegler, Madeline G",Gustavus,Female,JR,555.5,2023-2024
"Bossou, Kevin k",Hamline,Male,SO,374.11,2023-2024
"Poeschel, Evan",Hamline,Male,SO,225.95,2023-2024
"Van Sambeek, Anthony T",Hamline,Male,SR,547.9,2023-2024
"Graham, Ava N",Hamline,Female,JR,521.15,2023-2024
"Hegg, Makayla J",Hamline,Female,JR,324.55,2023-2024
"Phillips, Nicole A",Hamline,Female,JR,413.55,2023-2024
"Stadheim, Isabella Q",Hamline,Female,SO,325.75,2023-2024
"Yurttas, Sila",Hamline,Female,JR,526.2,2023-2024
"Batsaikhan, Munkhbat C",Macalester,Male,JR,699.25,2023-2024
"Chen, Alec G",Macalester,Male,SO,528.35,2023-2024
"Desouza-Chen, Kynan",Macalester,Male,SO,449.35,2023-2024
"Haby, William K",Macalester,Male,FR,645.45,2023-2024
"Kisker, Isaac J",Macalester,Male,JR,562.45,2023-2024
"Lewin, Ben w",Macalester,Male,JR,471.95,2023-2024
"McNeff, Ryan D",Macalester,Male,JR,461,2023-2024
"Meretta, Casey S",Macalester,Male,SO,527.25,2023-2024
"Mickelborough, Ryan J",Macalester,Male,FR,495.75,2023-2024
"Moore, Thomas A",Macalester,Male,FR,639.2,2023-2024
"Nicholson, William",Macalester,Male,SR,416.75,2023-2024
